2014-15 School Quality Report Results for High Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How well do teachers work with each other?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing - 4yr,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
10X438,Fordham Leadership Academy for Business and Techno,High School,438,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,85%,86%,79%,78%,75%,86%,Developing,Developing,Developing,Proficient,Developing,"March 25, 2015",2.11,2.03,16.7%,28.8%,11.6%,85.5%,17.4%,69.9%,1.8%,27.6%,67.8%,2.7%,4.0,84.8%,83.4%,50.5%,96.9%
10X439,Bronx High School for Law and Community Service,High School,398,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,86%,93%,81%,92%,73%,93%,Proficient,Proficient,Proficient,Well Developed,Well Developed,"March 4, 2015",2.16,2.06,15.1%,27.1%,2.8%,86.3%,18.6%,72.4%,1.3%,24.4%,70.9%,1.8%,4.8,83.3%,83.4%,51.5%,96.6%
10X440,DeWitt Clinton High School,High School,2109,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,80%,80%,79%,70%,63%,83%,Developing,Developing,Developing,Developing,Developing,"April 1, 2015",2.32,2.22,21.7%,18.6%,9.3%,74.9%,14.5%,54.9%,8.6%,31.6%,54.5%,3.6%,2.0,98.5%,81.2%,45.8%,95.3%
10X442,"Celia Cruz Bronx High School of Music, The",High School,430,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,81%,81%,79%,77%,77%,86%,Developing,Proficient,Developing,Proficient,Developing,"March 3-4, 2014",2.51,2.33,2.6%,14.0%,0.0%,74.1%,10.5%,56.5%,1.4%,25.3%,70.0%,1.2%,2.3,82.1%,89.6%,34.1%,95.6%
10X445,Bronx High School of Science,High School,3015,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,80%,83%,87%,81%,68%,89%,Well Developed,Proficient,Proficient,Well Developed,Proficient,"May 1, 2015",3.85,3.98,0.0%,1.3%,0.0%,29.8%,1.0%,17.9%,62.8%,2.6%,5.5%,22.1%,1.8,75.9%,97.0%,5.5%,97.4%
10X477,Marble Hill High School for International Studies,High School,449,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Exceeding Target,Exceeding Target,85%,87%,89%,81%,73%,93%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"April 16, 2015",2.45,2.55,29.6%,9.1%,0.0%,76.0%,13.6%,59.9%,8.9%,24.5%,61.0%,5.1%,7.8,89.7%,93.9%,16.1%,96.4%
10X524,Crotona International High School,High School,336,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,78%,78%,83%,84%,77%,88%,Proficient,Developing,Proficient,Proficient,Proficient,"January 16, 2015",1.73,1.93,87.2%,4.8%,1.2%,83.2%,31.3%,55.7%,1.8%,10.4%,85.7%,1.8%,4.0,87.5%,87.8%,40.5%,96.3%
10X546,Bronx Theatre High School,High School,428,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,79%,87%,75%,74%,97%,84%,Proficient,Developing,Proficient,Proficient,Proficient,"December 19, 2015",2.23,2.06,10.0%,23.8%,2.8%,78.8%,14.7%,60.7%,0.5%,30.1%,67.1%,1.6%,0.4,72.4%,80.9%,61.6%,95.9%
10X549,Discovery High School,High School,530,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,91%,96%,84%,94%,83%,96%,Proficient,Proficient,Proficient,Proficient,Proficient,"October 27, 2014",2.20,2.09,20.9%,25.5%,11.1%,78.7%,11.1%,61.7%,2.5%,17.4%,77.2%,2.3%,8.0,62.1%,85.6%,36.2%,97.5%
10X565,High School for Energy and Technology,High School,311,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86%,92%,84%,94%,75%,95%,Well Developed,Proficient,Proficient,Well Developed,Proficient,"April 21, 2015",2.25,2.22,7.7%,21.2%,0.6%,81.8%,10.6%,67.2%,1.3%,26.7%,70.1%,1.0%,3.0,20.0%,85.9%,39.7%,97.8%
10X660,Grace Dodge Career and Technical Education High Sc,High School,178,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73%,76%,80%,71%,72%,81%,N/A,N/A,N/A,N/A,N/A,,2.03,1.99,27.0%,39.9%,15.2%,80.1%,6.7%,65.2%,2.2%,21.3%,75.3%,1.1%,3.3,94.1%,73.2%,67.6%,95.3%
10X696,High School of American Studies at Lehman College,High School,376,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,88%,92%,91%,95%,78%,96%,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,"February 25, 2015",3.80,3.75,0.0%,3.5%,0.3%,22.7%,1.1%,12.0%,23.1%,4.0%,15.2%,50.8%,8.8,96.0%,96.6%,4.5%,97.0%
11X249,Bronx Health Sciences High School,High School,374,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,79%,82%,80%,73%,72%,87%,Proficient,Developing,Developing,Well Developed,Proficient,"March 19, 2015",2.45,2.34,3.2%,9.6%,2.9%,62.5%,7.5%,46.3%,7.5%,51.9%,34.5%,2.7%,11.0,100.0%,92.5%,19.3%,98.1%
11X253,Bronx High School for Writing and Communication Ar,High School,389,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,83%,88%,84%,87%,76%,92%,Proficient,Developing,Proficient,Proficient,Proficient,"November 19, 2014",2.27,2.02,7.5%,23.9%,2.6%,75.1%,13.6%,59.6%,3.3%,45.0%,49.1%,1.3%,3.9,80.8%,83.4%,50.2%,97.2%
11X265,Bronx Lab School,High School,471,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,82%,82%,73%,76%,77%,85%,Proficient,Developing,Proficient,Proficient,Proficient,"March 2, 2015",2.24,2.15,6.6%,19.3%,0.8%,76.8%,12.5%,59.4%,3.6%,39.9%,54.4%,1.5%,1.9,71.4%,86.4%,37.6%,97.1%
11X270,Academy for Scholarship and Entrepreneurship: A Co,High School,371,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,88%,91%,77%,88%,74%,89%,Proficient,Proficient,Proficient,Proficient,Proficient,"April 23, 2015",2.18,2.03,5.4%,24.0%,3.2%,66.1%,8.4%,49.9%,3.2%,63.6%,30.5%,1.1%,10.0,84.6%,84.9%,46.1%,96.0%
11X275,High School of Computers and Technology,High School,567,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,90%,90%,87%,85%,72%,94%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"May 8, 2015",2.30,2.25,7.4%,24.2%,0.4%,75.3%,11.1%,59.1%,4.9%,34.4%,58.0%,1.2%,11.0,87.5%,86.5%,32.0%,97.5%
11X288,Collegiate Institute for Math and Science,High School,687,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,80%,65%,80%,54%,69%,77%,Developing,Developing,Proficient,Well Developed,Proficient,"March 12, 2015",2.75,2.62,2.9%,16.3%,3.5%,64.1%,5.7%,48.3%,11.6%,33.8%,43.5%,9.5%,1.0,73.8%,88.7%,30.9%,96.4%
11X290,Bronx Academy of Health Careers,High School,465,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,84%,86%,77%,80%,72%,84%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"April 29, 2015",2.21,2.13,9.5%,22.8%,4.1%,77.1%,14.8%,58.7%,4.7%,44.7%,47.3%,1.9%,2.8,88.0%,89.3%,33.9%,96.7%
11X299,Astor Collegiate Academy,High School,476,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,75%,88%,73%,81%,71%,83%,Proficient,Developing,Developing,Developing,Developing,"February 5, 2015",2.35,2.27,5.0%,23.1%,3.4%,67.2%,6.9%,51.3%,6.5%,33.4%,47.9%,10.5%,4.6,88.5%,88.0%,34.8%,96.6%
11X418,Bronx High School for the Visual Arts,High School,483,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,79%,62%,74%,61%,69%,77%,Proficient,Proficient,Proficient,Well Developed,Proficient,"April 23, 2015",2.31,2.10,1.7%,26.5%,9.5%,68.6%,11.0%,51.3%,3.7%,27.3%,61.5%,6.8%,4.0,90.6%,86.2%,36.1%,95.3%
11X455,Harry S Truman High School,High School,2058,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,84%,90%,76%,86%,70%,88%,Developing,Developing,Proficient,Well Developed,Developing,"March 18-20, 2014",2.22,2.09,4.8%,18.3%,10.0%,67.6%,11.9%,52.9%,2.4%,51.6%,42.7%,2.2%,1.8,71.7%,89.1%,28.0%,96.5%
11X508,Bronxdale High School,High School,427,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,89%,92%,80%,90%,76%,92%,Proficient,Proficient,Proficient,Proficient,Proficient,"May 6-7, 2014",2.30,2.16,2.6%,18.7%,1.2%,69.0%,10.3%,53.2%,3.0%,28.8%,57.1%,9.4%,3.1,24.2%,84.7%,45.3%,97.0%
11X509,High School of Language and Innovation,High School,354,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,90%,95%,80%,92%,88%,92%,Proficient,Developing,Proficient,Proficient,Well Developed,"January 9, 2015",1.91,1.97,73.7%,3.1%,0.0%,76.3%,21.2%,55.6%,16.7%,11.9%,57.6%,11.0%,4.0,40.0%,89.0%,36.3%,97.7%
11X513,New World High School,High School,408,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,89%,91%,85%,81%,73%,91%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"January 15, 2015",1.91,2.05,62.5%,5.6%,0.2%,79.7%,19.6%,61.8%,13.7%,9.3%,66.2%,7.6%,10.0,57.7%,90.6%,33.3%,96.9%
11X514,The Bronxwood Preparatory Academy,High School,423,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,88%,89%,78%,82%,74%,88%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"May 6, 2015",2.19,2.04,6.4%,23.9%,3.8%,65.5%,10.6%,45.4%,3.3%,61.9%,28.8%,3.8%,10.0,72.0%,90.9%,24.5%,95.6%
11X542,Pelham Preparatory Academy,High School,489,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,84%,91%,82%,83%,69%,92%,Proficient,Proficient,Proficient,Well Developed,Proficient,"February 25, 2015",2.50,2.35,2.0%,19.0%,4.7%,58.3%,4.9%,43.1%,5.5%,35.6%,48.9%,6.5%,3.8,73.1%,92.8%,19.3%,96.3%
11X544,High School for Contemporary Arts,High School,493,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,N/A,N/A,Meeting Target,84%,81%,66%,65%,64%,81%,Developing,Developing,Developing,Developing,Developing,"April 23, 2015",2.23,2.07,7.7%,29.0%,10.1%,78.8%,11.8%,64.1%,0.8%,38.1%,59.2%,1.0%,0.6,96.2%,78.8%,60.4%,96.0%
11X545,Bronx Aerospace High School,High School,431,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,85%,79%,77%,70%,64%,82%,Proficient,Developing,Developing,Developing,Proficient,"December 11, 2014",2.22,2.15,11.6%,31.8%,5.8%,75.2%,11.8%,57.5%,2.3%,29.2%,64.5%,2.1%,1.0,78.3%,80.7%,41.6%,94.1%
12X242,Mott Hall V,High School,669,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Exceeding Target,Exceeding Target,82%,87%,89%,80%,74%,92%,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,"December 3, 2014",2.42,2.42,5.8%,23.0%,7.2%,79.5%,6.6%,61.2%,4.2%,22.2%,70.6%,1.7%,10.0,43.4%,89.8%,38.4%,97.7%
12X248,"Metropolitan High School, The",High School,326,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,80%,87%,86%,82%,74%,90%,Developing,Developing,Developing,Proficient,Developing,"April 1, 2015",2.11,2.09,21.8%,27.6%,4.9%,82.8%,12.0%,67.8%,0.9%,21.5%,74.8%,0.3%,0.4,76.9%,82.7%,55.7%,97.5%
12X251,Explorations Academy,High School,358,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,78%,80%,83%,77%,74%,88%,Proficient,Proficient,Proficient,Proficient,Proficient,"December 16, 2014",2.13,2.07,18.2%,23.5%,0.3%,81.4%,15.1%,65.1%,0.8%,27.1%,69.8%,2.0%,7.9,74.1%,82.4%,55.7%,95.5%
12X267,Bronx Latin,High School,546,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,93%,97%,91%,96%,87%,96%,Proficient,Proficient,Well Developed,Well Developed,Well Developed,"December 3, 2014",2.37,2.26,13.5%,20.9%,0.7%,83.5%,9.8%,66.7%,1.7%,21.2%,77.1%,0.0%,2.8,47.8%,90.0%,33.2%,97.0%
12X271,East Bronx Academy for the Future,High School,618,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,85%,91%,84%,92%,75%,93%,Proficient,Proficient,Developing,Well Developed,Well Developed,"May 8, 2015",2.21,2.04,10.9%,30.6%,9.3%,85.3%,16.9%,68.9%,3.0%,25.4%,71.0%,0.5%,11.0,60.4%,81.3%,59.2%,96.3%
12X278,Peace and Diversity Academy,High School,170,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,79%,85%,82%,78%,78%,90%,Developing,Developing,Developing,Developing,Developing,"April 30, 2015",2.03,1.90,18.8%,28.2%,12.4%,77.4%,25.3%,54.1%,0.6%,44.1%,52.4%,1.8%,0.4,93.8%,69.3%,70.7%,96.1%
12X372,Urban Assembly School for Wildlife Conservation,High School,571,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,Approaching Target,90%,76%,83%,62%,78%,79%,Proficient,Developing,Developing,Developing,Developing,"March 20, 2015",2.32,2.18,6.7%,21.7%,0.6%,80.9%,12.8%,60.6%,2.2%,25.3%,69.4%,2.2%,0.9,46.5%,83.7%,46.2%,96.5%
12X388,Pan American International High School at Monroe,High School,428,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,93%,95%,98%,93%,92%,94%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"October 23-24, 2013",1.75,1.86,92.3%,2.6%,0.9%,71.3%,23.8%,37.4%,0.0%,0.0%,100.0%,0.0%,7.0,63.3%,88.8%,32.8%,97.0%
12X478,THE CINEMA SCHOOL,High School,338,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,79%,80%,82%,71%,73%,89%,Developing,Developing,Proficient,Proficient,Proficient,"April 21, 2015",2.58,2.45,3.3%,8.3%,0.0%,72.3%,5.6%,57.1%,3.8%,21.9%,69.8%,4.1%,2.0,65.0%,90.0%,38.3%,98.0%
12X479,Bronx Career and College Preparatory High School,High School,333,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,85%,90%,85%,82%,80%,92%,Developing,Developing,Proficient,Well Developed,Proficient,"November 13-14, 2013",2.16,2.05,15.3%,29.1%,3.6%,85.4%,21.3%,68.8%,0.9%,40.5%,56.8%,0.6%,6.0,53.8%,79.3%,62.8%,97.2%
12X511,Bronx Envision Academy,High School,355,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,80%,80%,77%,85%,73%,87%,Proficient,Developing,Developing,Well Developed,Proficient,"February 25-26, 2014",2.22,2.14,13.0%,21.1%,0.8%,81.5%,16.9%,63.4%,2.0%,34.4%,60.3%,2.0%,4.0,50.0%,82.0%,50.7%,95.7%
12X521,The Metropolitan Soundview High School,High School,416,Approaching Target,Approaching Target,N/A,Meeting Target,N/A,N/A,Meeting Target,82%,83%,88%,81%,73%,89%,Proficient,Developing,Developing,Proficient,Developing,"February 5-6, 2014",2.16,2.16,13.0%,22.6%,2.6%,80.7%,13.2%,64.9%,2.6%,26.2%,67.3%,1.7%,4.0,43.8%,78.8%,62.5%,96.6%
12X550,High School of World Cultures,High School,410,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,92%,82%,80%,76%,80%,85%,Proficient,Developing,Developing,Proficient,Proficient,"May 6, 2015",1.91,1.94,84.6%,0.0%,0.0%,76.6%,30.0%,43.9%,8.0%,8.3%,80.2%,1.2%,11.8,77.8%,84.8%,44.8%,97.9%
12X682,Fannie Lou Hamer Freedom High School,High School,470,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,87%,97%,86%,97%,90%,97%,Proficient,Developing,Proficient,Proficient,Proficient,"March 23, 2015",2.12,2.05,8.1%,29.4%,11.3%,85.3%,13.4%,72.1%,0.4%,28.5%,70.4%,0.2%,0.8,81.8%,81.7%,59.3%,95.3%
12X684,Wings Academy,High School,501,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,79%,83%,74%,74%,70%,79%,Developing,Developing,Developing,Proficient,Proficient,"February 11, 2015",2.18,2.10,3.4%,24.2%,2.2%,81.3%,12.4%,66.1%,0.8%,58.5%,37.9%,1.2%,1.6,84.4%,81.9%,54.6%,95.6%
12X692,Monroe Academy for Visual Arts & Design,High School,445,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,76%,84%,74%,78%,72%,84%,Developing,Developing,Developing,Proficient,Developing,"October 30, 2014",2.05,2.01,24.3%,25.6%,9.0%,84.7%,13.9%,68.8%,1.1%,18.0%,78.4%,0.9%,10.0,92.6%,77.1%,60.9%,94.5%
13K265,Dr. Susan S. McKinney Secondary School of the Arts,High School,421,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,86%,85%,81%,85%,79%,87%,Well Developed,Proficient,Proficient,Proficient,Proficient,"February 10-11, 2014",2.31,2.07,3.3%,20.5%,0.3%,78.2%,9.1%,60.9%,0.7%,73.0%,22.8%,0.7%,0.8,81.6%,79.2%,64.0%,98.6%
13K350,Urban Assembly High School of Music and Art,High School,387,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,80%,84%,79%,76%,68%,85%,Proficient,Proficient,Proficient,Developing,Proficient,"May 1, 2015",2.30,2.11,2.6%,24.0%,5.2%,75.1%,9.8%,60.5%,0.5%,77.5%,20.7%,0.5%,10.0,46.2%,81.6%,55.7%,95.2%
13K412,"Brooklyn Community High School of Communication, A",High School,404,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,86%,92%,84%,92%,80%,90%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"May 5, 2015",2.26,2.07,5.0%,20.5%,0.0%,76.7%,10.9%,60.1%,1.2%,78.5%,17.8%,0.7%,9.0,80.8%,84.1%,49.9%,98.5%
13K419,"Science Skills Center High School for Science, Tec",High School,528,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,84%,84%,74%,79%,78%,84%,Proficient,Developing,Proficient,Developing,Proficient,"October 28-29, 2013",2.45,2.32,4.2%,17.2%,0.4%,66.2%,8.0%,49.4%,6.8%,70.5%,18.4%,2.1%,3.2,64.7%,89.7%,26.8%,97.3%
13K430,Brooklyn Technical High School,High School,5447,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Not Meeting Target,Approaching Target,Exceeding Target,81%,80%,85%,72%,61%,85%,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,"April 15, 2015",3.70,3.88,0.1%,1.6%,0.0%,43.8%,1.9%,29.6%,60.5%,7.7%,7.6%,20.5%,9.3,92.9%,96.8%,6.4%,97.1%
13K439,Brooklyn International High School,High School,345,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,96%,99%,93%,97%,78%,97%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"November 20, 2014",1.82,2.35,79.4%,2.3%,0.0%,75.5%,18.0%,54.5%,41.7%,17.7%,26.7%,13.9%,0.8,70.8%,93.6%,16.9%,97.8%
13K483,The Urban Assembly School for Law and Justice,High School,448,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,86%,92%,84%,91%,78%,94%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"Dec 17-18, 2012",2.58,2.37,0.7%,14.1%,0.2%,60.6%,5.6%,44.0%,2.0%,71.4%,21.9%,0.9%,2.0,56.7%,91.6%,27.0%,96.6%
13K499,ACORN Community High School,High School,504,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,87%,87%,78%,85%,74%,88%,Proficient,Proficient,Proficient,Proficient,Proficient,"December 9-10, 2013",2.23,2.08,3.4%,27.2%,4.0%,75.1%,16.5%,56.2%,1.0%,83.5%,12.9%,1.6%,5.0,91.2%,79.2%,54.9%,95.5%
13K527,Urban Assembly Institute of Math and Science for Y,High School,470,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,84%,89%,82%,86%,73%,88%,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,"December 8, 2014",2.49,2.27,2.5%,15.5%,1.1%,69.5%,6.7%,50.0%,3.5%,73.6%,14.8%,4.9%,4.8,61.5%,90.5%,30.3%,96.5%
13K595,Bedford Academy High School,High School,364,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,90%,91%,87%,91%,90%,92%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"December 19, 2014",2.82,2.69,1.1%,11.3%,0.0%,52.9%,2.5%,34.3%,3.0%,84.6%,7.7%,0.8%,6.9,100.0%,95.9%,9.3%,97.6%
13K605,George Westinghouse Career and Technical Education,High School,634,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,79%,82%,78%,79%,73%,86%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"March 19, 2015",2.33,2.18,2.2%,18.3%,6.0%,67.3%,9.3%,50.0%,2.5%,74.4%,19.7%,2.1%,6.9,71.1%,85.8%,38.9%,96.9%
13K670,Benjamin Banneker Academy,High School,916,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,84%,88%,78%,82%,72%,87%,Proficient,Developing,Proficient,Well Developed,Proficient,"December 4, 2014",3.11,2.86,0.1%,5.3%,1.2%,55.0%,3.2%,38.6%,3.4%,86.4%,8.6%,0.5%,3.8,90.9%,89.6%,36.9%,94.5%
13K674,"City Polytechnic High School of Engineering, Archi",High School,458,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,83%,71%,80%,69%,76%,82%,Developing,Developing,Developing,Proficient,Proficient,"March 17, 2015",2.55,2.49,2.4%,20.5%,3.7%,53.9%,5.0%,36.5%,6.6%,69.7%,19.7%,3.5%,1.8,73.3%,88.1%,36.0%,97.3%
14K071,Juan Morel Campos Secondary School,High School,692,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,88%,92%,82%,88%,77%,91%,Proficient,Proficient,Proficient,Proficient,Proficient,"May 20, 2015",2.04,2.00,23.1%,27.9%,3.0%,86.8%,14.1%,68.8%,0.3%,13.6%,82.7%,2.5%,2.8,74.2%,86.1%,48.4%,95.8%
14K322,Foundations Academy,High School,113,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,86%,79%,75%,70%,79%,81%,Developing,Developing,Developing,Developing,Developing,"April 29, 2015",2.14,1.99,6.2%,32.7%,2.7%,82.6%,26.5%,65.5%,1.8%,67.3%,29.2%,0.0%,1.1,37.5%,74.2%,68.6%,96.7%
14K449,"Brooklyn Latin School, The",High School,676,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,91%,94%,89%,92%,70%,95%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"December 15, 2014",3.56,3.62,0.1%,2.2%,0.0%,45.4%,3.1%,29.9%,36.1%,19.4%,14.5%,13.5%,2.0,52.4%,94.3%,21.8%,97.1%
14K454,Green School: An Academy for Environmental Careers,High School,276,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,90%,94%,83%,92%,78%,94%,Proficient,Developing,Proficient,Proficient,Proficient,"April 17, 2015",2.19,2.03,25.4%,22.1%,1.1%,77.5%,18.5%,58.3%,0.7%,38.0%,59.1%,1.4%,3.4,58.3%,83.7%,49.0%,97.0%
14K474,PROGRESS High School for Professional Careers,High School,1098,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,89%,91%,78%,85%,85%,87%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"April 20, 2015",2.21,2.11,14.3%,18.3%,2.6%,76.6%,8.3%,61.8%,1.0%,35.1%,62.6%,0.8%,18.0,68.3%,82.7%,47.1%,96.7%
14K477,School for Legal Studies,High School,598,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,84%,89%,81%,82%,71%,90%,Proficient,Developing,Developing,Proficient,Developing,"March 6, 2015",2.26,2.11,16.6%,18.9%,1.7%,78.7%,19.6%,60.2%,1.0%,45.8%,50.0%,1.3%,6.4,75.7%,77.9%,56.5%,96.9%
